name,description,price,originalPrice,quantityAvailable,category,subCategory,images,sellerEmail,location,productType,tags,inStock,featured,isNewProduct,discount
Terracotta Water Dispenser,Traditional terracotta water pot with tap for naturally cool water. Made using age-old pottery techniques that keep water naturally cool and add minerals.,1999,2499,10,Home & Living,Kitchen & Dining,terracotta_dispenser1.jpg|terracotta_dispenser2.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|water-dispenser|eco-friendly|traditional|cooling,true,true,true,20
Himalayan Pine Soap,Handcrafted natural pine soap made with essential oils from Himalayan pine trees. Gentle exfoliation with refreshing forest scent. No artificial ingredients.,199,249,40,Beauty & Personal Care,Bath Products,pine_soap1.jpg|pine_soap2.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|natural|pine|himalayan|handmade,true,true,true,20
Himalayan Cedar Forest Soap,Natural handmade soap with Himalayan cedar oil. Woody aromatic scent with therapeutic properties. Made in small batches by local women's cooperative.,199,249,35,Beauty & Personal Care,Bath Products,cedar_soap1.jpg|cedar_soap2.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|cedar|natural|aromatherapy|handcrafted,true,false,false,20
Himalayan Rose & Honey Soap,Luxury handmade soap with Himalayan damask rose and organic honey. Gentle on skin with natural moisturizing properties.,249,299,30,Beauty & Personal Care,Bath Products,rose_soap1.jpg|rose_soap2.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|rose|honey|luxury|natural,true,true,true,17
Himalayan Hemp Seed Soap,Artisanal soap made with Himalayan hemp seed oil. Rich in essential fatty acids for skin care. Handmade using traditional cold process method.,229,279,35,Beauty & Personal Care,Bath Products,hemp_soap1.jpg|hemp_soap2.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|hemp|eco-friendly|moisturizing|natural,true,false,true,18
Himalayan Soap Gift Set,Gift box containing 4 handmade Himalayan soaps in different varieties. Perfect for gifting or sampling different natural scents and benefits.,699,899,25,Beauty & Personal Care,Gift Sets,soap_gift1.jpg|soap_gift2.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|gift|himalayan|natural|premium,true,true,false,22
Handcrafted Copper Water Bottle,Traditional hand-beaten copper water bottle made by skilled artisans. Perfect for storing water with ayurvedic health benefits. Each piece is unique with hammer patterns.,1499,1999,15,Home & Living,Kitchen & Dining,copper_bottle1.jpg|copper_bottle2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,copper|water-bottle|ayurvedic|handcrafted|health,true,true,true,25
Copper Jug with Glass Set,Handcrafted copper jug with 4 matching copper glasses. Made by traditional artisans using age-old metalwork techniques. Beneficial for storing water.,2499,2999,10,Home & Living,Kitchen & Dining,copper_jug_set1.jpg|copper_jug_set2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,copper|jug|glasses|traditional|gift,true,false,false,17
Engraved Copper Serving Tray,Beautiful hand-engraved copper serving tray with traditional designs. Perfect centerpiece for home or special occasions. Made by skilled metal artisans.,2999,3799,8,Home & Living,Kitchen & Dining,copper_tray1.jpg|copper_tray2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,copper|tray|serving|engraved|luxury,true,true,true,21
Copper Tea Kettle,Traditional handmade copper tea kettle with wooden handle. Crafted by skilled artisans using traditional techniques passed down through generations.,1999,2499,12,Home & Living,Kitchen & Dining,copper_kettle1.jpg|copper_kettle2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,copper|kettle|tea|traditional|handcrafted,true,false,true,20
Copper Pooja Thali Set,Hand-beaten copper pooja thali set with 7 essential items for daily worship. Crafted by traditional artisans with detailed engravings.,1899,2299,15,Home & Living,Religious & Festive,copper_pooja1.jpg|copper_pooja2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,copper|pooja|religious|traditional|gift,true,true,false,17
Millet Cookies Combo Pack,Healthy cookies made from traditional millets grown by local farmers. Pack contains ragi, jowar and bajra varieties. No artificial ingredients or preservatives.,349,399,25,Food & Beverages,Snacks & Cookies,millet_cookies1.jpg|millet_cookies2.jpg,anita.kumari@lokrise.in,Bellary,physical,millet|cookies|healthy|traditional|snack,true,true,true,13
Ragi Choco Chip Cookies,Delicious chocolate chip cookies made with organic finger millet flour. Healthier alternative to regular cookies. Made by women's self-help group.,199,249,35,Food & Beverages,Snacks & Cookies,ragi_cookies1.jpg|ragi_cookies2.jpg,anita.kumari@lokrise.in,Bellary,physical,ragi|cookies|chocolate|healthy|organic,true,false,true,20
Multi-Millet Nutrition Bars,Nutritious energy bars made with five traditional millets and jaggery. Perfect healthy snack with natural ingredients only.,299,349,30,Food & Beverages,Snacks & Cookies,millet_bars1.jpg|millet_bars2.jpg,anita.kumari@lokrise.in,Bellary,physical,millet|energy-bar|healthy|natural|jaggery,true,true,false,14
Millet Breakfast Cereal Mix,Traditional millet breakfast mix with nuts and dried fruits. Easy to prepare nutritious breakfast option using ancient grains.,399,449,25,Food & Beverages,Breakfast Foods,millet_cereal1.jpg|millet_cereal2.jpg,anita.kumari@lokrise.in,Bellary,physical,millet|breakfast|cereal|healthy|organic,true,false,true,11
Gluten-Free Millet Snack Sampler,Gift pack with assorted millet-based snacks including cookies, crackers and namkeen. All items are gluten-free and made with traditional grains.,599,699,20,Food & Beverages,Gift Packs,millet_sampler1.jpg|millet_sampler2.jpg,anita.kumari@lokrise.in,Bellary,physical,millet|gift|snack|gluten-free|healthy,true,true,true,14
Natural Indigo Dyed Stole,Handwoven cotton stole naturally dyed with indigo by master craftspeople. Each piece has unique patterns created through traditional tie-dye techniques.,1499,1899,15,Fashion,Women's Accessories,indigo_stole1.jpg|indigo_stole2.jpg,meena.kumari@lokrise.in,Bhuj,physical,indigo|stole|handwoven|natural-dye|cotton,true,true,true,21
Indigo Block Print Scarf,Beautiful block-printed cotton scarf with natural indigo dye. Features traditional Kutch patterns printed by hand using wooden blocks.,999,1299,20,Fashion,Women's Accessories,indigo_scarf1.jpg|indigo_scarf2.jpg,meena.kumari@lokrise.in,Bhuj,physical,indigo|scarf|block-print|handcrafted|traditional,true,false,true,23
Natural Dye Cotton Saree,Elegant handloom cotton saree dyed with natural indigo and pomegranate. Features traditional border designs woven by skilled artisans.,3499,3999,8,Fashion,Women's Ethnic Wear,natural_saree1.jpg|natural_saree2.jpg,meena.kumari@lokrise.in,Bhuj,physical,saree|handloom|natural-dye|cotton|traditional,true,true,false,13
Indigo Dyed Table Runner,Handwoven cotton table runner with traditional indigo dyeing techniques. Beautiful addition to home decor with naturally dyed patterns.,899,1199,18,Home & Living,Kitchen & Dining,indigo_runner1.jpg|indigo_runner2.jpg,meena.kumari@lokrise.in,Bhuj,physical,indigo|table-runner|home-decor|handwoven|natural-dye,true,false,true,25
Indigo Cushion Cover Set,Set of 2 handwoven cotton cushion covers with traditional indigo dyeing. Each piece features unique patterns created through resist-dyeing techniques.,999,1299,15,Home & Living,Home Decor,indigo_cushion1.jpg|indigo_cushion2.jpg,meena.kumari@lokrise.in,Bhuj,physical,indigo|cushion|home-decor|handcrafted|cotton,true,true,true,23
Neem Wood Comb Set,Set of 3 handcrafted neem wood combs in different sizes. Natural antibacterial properties good for scalp health. Made by traditional wood artisans.,699,899,20,Beauty & Personal Care,Hair Care,neem_comb1.jpg|neem_comb2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,neem|comb|wooden|natural|hair-care,true,true,true,22
Neem Wood Wide Tooth Detangler Comb,Special wide-tooth comb crafted from neem wood to gently detangle hair without static. Handmade by skilled wood craftsmen.,399,499,25,Beauty & Personal Care,Hair Care,neem_detangler1.jpg|neem_detangler2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,neem|detangler|wooden|hair-care|handcrafted,true,false,true,20
Neem & Rosewood Hair Care Set,Premium hair care set with neem wood comb and rosewood scalp massager. Presented in a handcrafted wooden box perfect for gifting.,1299,1599,12,Beauty & Personal Care,Gift Sets,neem_hair_set1.jpg|neem_hair_set2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,neem|rosewood|hair-care|gift|premium,true,true,false,19
Neem Wood Beard Comb,Pocket-sized beard comb handcrafted from neem wood with natural oils. Perfect for beard grooming with antibacterial properties.,299,399,30,Beauty & Personal Care,Men's Grooming,neem_beard1.jpg|neem_beard2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,neem|beard|grooming|wooden|pocket,true,false,true,25
Neem Wood Bath Set,Complete bath set including neem wood comb, soap dish and loofah stick. Eco-friendly bath accessories with natural benefits.,899,1199,15,Beauty & Personal Care,Bath Products,neem_bath1.jpg|neem_bath2.jpg,brijesh.kumar@lokrise.in,Saharanpur,physical,neem|bath|eco-friendly|natural|gift,true,true,true,25
Macrame Wall Hanging,Handcrafted cotton macrame wall hanging with intricate knotting patterns. Perfect bohemian decor piece made by skilled artisans.,1299,1699,15,Home & Living,Home Decor,macrame_wall1.jpg|macrame_wall2.jpg,lakshmi.devi@lokrise.in,Bastar,physical,macrame|wall-hanging|handcrafted|bohemian|cotton,true,true,true,24
Macrame Plant Hanger Set,Set of 2 handcrafted cotton macrame plant hangers in different sizes. Beautiful way to display indoor plants with intricate knotwork.,899,1199,20,Home & Living,Garden & Outdoor,macrame_plant1.jpg|macrame_plant2.jpg,lakshmi.devi@lokrise.in,Bastar,physical,macrame|plant-hanger|eco-friendly|handmade|bohemian,true,false,true,25
Cotton Macrame Table Runner,Beautiful handcrafted macrame table runner made from 100% cotton rope. Adds elegant bohemian touch to dining table or sideboard.,1499,1899,12,Home & Living,Kitchen & Dining,macrame_runner1.jpg|macrame_runner2.jpg,lakshmi.devi@lokrise.in,Bastar,physical,macrame|table-runner|cotton|handcrafted|home-decor,true,true,false,21
Macrame Curtain Tie-Backs,Pair of handcrafted macrame curtain tie-backs with wooden beads. Functional art piece for window treatments with bohemian style.,699,899,25,Home & Living,Home Decor,macrame_curtain1.jpg|macrame_curtain2.jpg,lakshmi.devi@lokrise.in,Bastar,physical,macrame|curtain|tie-back|handcrafted|bohemian,true,false,true,22
Macrame Dream Catcher,Handmade cotton dream catcher with intricate macrame knotwork and wooden beads. Traditional tribal art combined with modern macrame techniques.,599,799,30,Home & Living,Home Decor,macrame_dream1.jpg|macrame_dream2.jpg,lakshmi.devi@lokrise.in,Bastar,physical,macrame|dream-catcher|tribal|handmade|bohemian,true,true,true,25
Cow Dung Diyas (Eco Pack),Set of 24 handcrafted diyas made from cow dung by rural women. Eco-friendly alternative to clay diyas for festivals. Comes with cotton wicks.,299,399,40,Home & Living,Religious & Festive,cowdung_diya1.jpg|cowdung_diya2.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,diya|eco-friendly|festival|diwali|sustainable,true,true,true,25
Cow Dung Incense Holder Set,Set of 3 cow dung incense stick holders with ash collector. Natural unpolished finish with sustainable materials.,199,249,50,Home & Living,Home Decor,cowdung_incense1.jpg|cowdung_incense2.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,incense|cow-dung|eco-friendly|sustainable|traditional,true,false,true,20
Cow Dung Ganesh Idol,Eco-friendly Ganesh idol handcrafted from cow dung with natural colors. Biodegradable and can be immersed without polluting water bodies.,399,499,30,Home & Living,Religious & Festive,cowdung_ganesh1.jpg|cowdung_ganesh2.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,ganesh|eco-friendly|festival|sustainable|religious,true,true,false,20
Cow Dung Wall Art,Hand-painted decorative wall hanging crafted from cow dung with traditional Rajasthani motifs. Eco-friendly home decor with cultural significance.,599,799,25,Home & Living,Home Decor,cowdung_art1.jpg|cowdung_art2.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,wall-art|eco-friendly|cow-dung|rajasthani|sustainable,true,false,true,25
Cow Dung Havan Kit,Complete eco-friendly havan kit with cow dung havan kund and natural ingredients. Traditional ritual materials made sustainably.,799,999,20,Home & Living,Religious & Festive,cowdung_havan1.jpg|cowdung_havan2.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,havan|cow-dung|religious|eco-friendly|traditional,true,true,true,20
Recycled Fabric Tote Bag,Sturdy tote bag handcrafted from recycled textile waste by women artisans. Unique patchwork design with vibrant colors. Perfect eco-friendly shopping bag.,499,699,35,Fashion,Bags & Accessories,recycled_tote1.jpg|recycled_tote2.jpg,meena.kumari@lokrise.in,Bhuj,physical,tote|recycled|eco-friendly|handcrafted|sustainable,true,true,true,29
Upcycled Denim Laptop Sleeve,Handcrafted laptop sleeve made from upcycled denim jeans with cotton lining. Unique sustainable fashion with practical functionality.,799,999,25,Fashion,Tech Accessories,denim_sleeve1.jpg|denim_sleeve2.jpg,meena.kumari@lokrise.in,Bhuj,physical,denim|laptop|recycled|eco-friendly|handmade,true,false,true,20
Recycled Fabric Pouches (Set of 3),Set of three zippered pouches in different sizes made from recycled saree fabrics. Each piece is unique with traditional patchwork techniques.,699,899,30,Fashion,Bags & Accessories,fabric_pouch1.jpg|fabric_pouch2.jpg,meena.kumari@lokrise.in,Bhuj,physical,pouch|recycled|saree|eco-friendly|handcrafted,true,true,false,22
Recycled Silk Scarf,Beautiful lightweight scarf handmade from recycled silk fabric scraps. Unique color combinations with handstitched details.,899,1199,20,Fashion,Women's Accessories,silk_scarf1.jpg|silk_scarf2.jpg,meena.kumari@lokrise.in,Bhuj,physical,scarf|silk|recycled|eco-friendly|handcrafted,true,false,true,25
Upcycled Textile Cushion Cover Set,Set of 2 unique cushion covers handcrafted from upcycled textile remnants. Traditional kantha embroidery with contemporary designs.,999,1299,25,Home & Living,Home Decor,textile_cushion1.jpg|textile_cushion2.jpg,meena.kumari@lokrise.in,Bhuj,physical,cushion|recycled|kantha|handcrafted|home-decor,true,true,true,23
Handwoven Bamboo Market Basket,"Traditional bamboo market basket handwoven by skilled artisans from Tripura. This durable multipurpose basket features intricate weaving patterns and can be used for shopping, storage, or as a beautiful home decor item.",799,999,25,Natural Materials,Storage Solutions,bamboo_basket_1.jpg|bamboo_basket_2.jpg|bamboo_basket_3.jpg,shanti.kumari@lokrise.in,Agartala,physical,bamboo|handwoven|basket|eco-friendly|sustainable|storage,true,true,true,20
Bamboo Fruit Bowl with Lacquer Finish,"Elegant fruit bowl handcrafted from sustainable bamboo with traditional lacquer finish. Each piece is meticulously created by artisans from Tripura using techniques passed down through generations.",649,799,30,Natural Materials,Kitchen & Dining,bamboo_bowl_1.jpg|bamboo_bowl_2.jpg|bamboo_bowl_3.jpg,shanti.kumari@lokrise.in,Agartala,physical,bamboo|bowl|sustainable|kitchen|dining|eco-friendly,true,false,false,19
Handwoven Bamboo Floor Mat,"Natural bamboo floor mat handwoven by rural artisans using traditional techniques. Perfect for living rooms, meditation spaces, or outdoor areas. Each mat features fine bamboo strips woven into elegant patterns.",1299,1599,15,Natural Materials,Home Decor,bamboo_mat_1.jpg|bamboo_mat_2.jpg|bamboo_mat_3.jpg,shanti.kumari@lokrise.in,Agartala,physical,bamboo|floor-mat|sustainable|home-decor|natural|handwoven,true,true,true,19
Bamboo Storage Boxes (Set of 3),"Beautiful storage box set handcrafted from sustainable bamboo by Tripura artisans. This set of three nesting boxes features traditional weaving patterns and natural finishes, perfect for organizing while adding rustic elegance to your home.",999,1299,20,Natural Materials,Storage Solutions,bamboo_boxes_1.jpg|bamboo_boxes_2.jpg|bamboo_boxes_3.jpg,shanti.kumari@lokrise.in,Agartala,physical,bamboo|storage|sustainable|organization|eco-friendly|set,true,false,true,23
Bamboo Room Divider Screen,"Elegant bamboo room divider handcrafted by skilled artisans from northeastern India. Features intricate weaving patterns and sturdy frame, perfect for creating separate spaces or adding visual interest to any room.",2499,3299,8,Natural Materials,Home Decor,bamboo_divider_1.jpg|bamboo_divider_2.jpg|bamboo_divider_3.jpg,shanti.kumari@lokrise.in,Agartala,physical,bamboo|room-divider|sustainable|home-decor|furniture|handcrafted,true,true,false,24
Organic Wildflower Honey (500g),"Pure, raw wildflower honey harvested sustainably from the Himalayan foothills. This unprocessed honey is collected by traditional honey gatherers who use methods that protect bee colonies and preserve the honey's natural enzymes, flavors and medicinal properties.",449,599,50,Honey & Preserves,Food & Beverages,honey_wildflower_1.jpg|honey_wildflower_2.jpg|honey_wildflower_3.jpg,gopal.singh@lokrise.in,Shimla,physical,honey|organic|wildflower|natural|himalayan|raw,true,true,true,25
Himalayan Pine Forest Honey (250g),"Rare pine forest honey harvested from remote Himalayan valleys using traditional techniques. This distinct honey has a unique rich flavor with subtle pine notes and is packed with natural antioxidants.",349,449,40,Honey & Preserves,Food & Beverages,honey_pine_1.jpg|honey_pine_2.jpg|honey_pine_3.jpg,gopal.singh@lokrise.in,Shimla,physical,honey|himalayan|pine|forest|natural|rare,true,true,false,22
Forest Berry Honey (500g),"Pure honey harvested from bees foraging on wild forest berries in pristine Himalayan forests. This ruby-tinted honey has distinctive berry undertones and is collected using sustainable traditional methods.",499,649,30,Honey & Preserves,Food & Beverages,honey_berry_1.jpg|honey_berry_2.jpg|honey_berry_3.jpg,gopal.singh@lokrise.in,Shimla,physical,honey|forest|berry|natural|himalayan|seasonal,true,false,true,23
Multifloral Honey Gift Box (3x200g),"Beautiful gift box containing three varieties of pure Himalayan honey: wildflower, pine, and forest berry. Each honey is sustainably harvested by traditional honey collectors from different Himalayan ecosystems.",899,1199,25,Honey & Preserves,Gift Packs,honey_giftbox_1.jpg|honey_giftbox_2.jpg|honey_giftbox_3.jpg,gopal.singh@lokrise.in,Shimla,physical,honey|gift-box|himalayan|organic|natural|gift,true,true,true,25
Raw Honeycomb Square (250g),"Natural honeycomb square harvested from traditional log hives in the Himalayan foothills. This completely raw product contains both the honeycomb and pure honey, just as the bees created it.",599,749,20,Honey & Preserves,Food & Beverages,honey_comb_1.jpg|honey_comb_2.jpg|honey_comb_3.jpg,gopal.singh@lokrise.in,Shimla,physical,honeycomb|raw|natural|himalayan|traditional|pure,true,false,false,20
Terracotta Spice Jar Set (Set of 5),"Handcrafted terracotta spice jar set made by traditional potters from Khurja. This set of five jars with sealed wooden lids keeps spices fresh while adding rustic charm to your kitchen. Each jar is individually thrown on a potter's wheel and naturally fired.",999,1299,15,Pottery & Ceramics,Kitchen & Dining,terracotta_spice_1.jpg|terracotta_spice_2.jpg|terracotta_spice_3.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|spice-jar|kitchen|clay|traditional|handcrafted,true,true,true,23
Terracotta Water Pot with Wooden Lid,"Traditional terracotta water pot (matka) handcrafted by skilled potter from Uttar Pradesh. Naturally keeps water cool through evaporation and adds earthy elements to your home.",849,999,20,Pottery & Ceramics,Kitchen & Dining,terracotta_pot_1.jpg|terracotta_pot_2.jpg|terracotta_pot_3.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|water-pot|matka|traditional|cooling|clay,true,true,false,15
Terracotta Diya Set (Set of 12),"Handcrafted terracotta diyas (oil lamps) made by traditional potters. Perfect for religious ceremonies, festivals, or home decor. Each piece is individually shaped and kiln-fired using traditional methods.",399,499,50,Pottery & Ceramics,Religious & Festive,terracotta_diya_1.jpg|terracotta_diya_2.jpg|terracotta_diya_3.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|diya|festival|religious|traditional|handcrafted,true,false,true,20
Terracotta Planter with Traditional Motifs,"Beautiful terracotta planter handcrafted and etched with traditional Indian motifs. Perfect for indoor plants while adding an artistic element to your home. Each piece is individually crafted by master potter's family from Khurja.",599,799,25,Pottery & Ceramics,Garden & Outdoor,terracotta_planter_1.jpg|terracotta_planter_2.jpg|terracotta_planter_3.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|planter|garden|motifs|traditional|handcrafted,true,true,true,25
Terracotta Wind Chimes,"Melodious terracotta wind chimes handcrafted by skilled potter from Uttar Pradesh. Features hand-painted designs and produces soft, earthy tones when moved by the wind.",499,649,30,Pottery & Ceramics,Garden & Outdoor,terracotta_chimes_1.jpg|terracotta_chimes_2.jpg|terracotta_chimes_3.jpg,krishna.jadhav@lokrise.in,Khurja,physical,terracotta|wind-chimes|garden|outdoor|traditional|melodious,true,false,false,23
Himalayan Pine Soap (100g),"Natural handmade soap created with pure Himalayan pine essential oil and herbs. Made using traditional cold process method, this soap is gentle on skin while offering the refreshing scent of pine forests.",199,249,75,Bath Products,Beauty & Personal Care,pine_soap_1.jpg|pine_soap_2.jpg|pine_soap_3.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|pine|himalayan|natural|handmade|herbal,true,true,true,20
Rose & Himalayan Clay Soap (100g),"Luxurious handmade soap blending Himalayan clay with rose essential oil. Created using traditional cold process technique by artisan soap makers from Himachal Pradesh.",199,249,75,Bath Products,Beauty & Personal Care,clay_soap_1.jpg|clay_soap_2.jpg|clay_soap_3.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|clay|rose|himalayan|natural|handmade,true,false,true,20
Natural Bath Soap Gift Box (Set of 3),"Beautiful gift box containing three handmade Himalayan soaps: pine, rose & clay, and cedar. Each soap is made using traditional methods with natural ingredients sourced from the Himalayas.",499,649,40,Bath Products,Gift Sets,soap_gift_1.jpg|soap_gift_2.jpg|soap_gift_3.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|gift-set|himalayan|natural|handmade|gift,true,true,false,23
Himalayan Salt Soap (100g),"Exfoliating salt soap handmade using traditional techniques with pure Himalayan pink salt crystals. Gently exfoliates while nourishing the skin with natural minerals.",249,299,60,Bath Products,Beauty & Personal Care,salt_soap_1.jpg|salt_soap_2.jpg|salt_soap_3.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|himalayan|salt|exfoliating|natural|handmade,true,false,true,17
Cedar & Lemongrass Bath Bar (100g),"Refreshing bath soap handcrafted with cedar wood and lemongrass essential oils. Made using traditional cold process technique for a gentle yet invigorating bathing experience.",199,249,75,Bath Products,Beauty & Personal Care,cedar_soap_1.jpg|cedar_soap_2.jpg|cedar_soap_3.jpg,gopal.singh@lokrise.in,Shimla,physical,soap|cedar|lemongrass|himalayan|natural|handmade,true,true,true,20
Handcrafted Copper Water Bottle (1L),"Traditional copper water bottle handcrafted by skilled metalsmiths from Rajasthan. Made using age-old techniques with pure copper that naturally creates alkaline water. Features traditional etched designs.",1299,1699,20,Kitchen & Dining,Home & Living,copper_bottle_1.jpg|copper_bottle_2.jpg|copper_bottle_3.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,copper|water-bottle|traditional|health|handcrafted|ayurvedic,true,true,true,24
Copper Serving Glass Set (Set of 4),"Beautiful set of four copper glasses handcrafted by traditional metalsmiths. Perfect for serving water or other beverages while adding elegance to your dining table. Each piece is individually hammered and polished by hand.",1099,1399,15,Kitchen & Dining,Home & Living,copper_glass_1.jpg|copper_glass_2.jpg|copper_glass_3.jpg,ramesh.chaudhary@lokrise.in,Jaisalmer,physical,copper|glasses|set|traditional|handcrafted|drinking,true,false,true,21
